ID,exercise,lift_date,lb,reps,set
2598,incline dumbbell press,2/19/2020,45,8,5
2599,tricep pushdown,2/19/2020,70,12,1
2600,tricep pushdown,2/19/2020,70,12,2
2601,tricep pushdown,2/19/2020,70,12,3
2602,tricep pushdown,2/19/2020,70,12,4
2603,tricep pushdown,2/19/2020,70,12,5
2604,ab roller,2/19/2020,0,12,1
2605,ab roller,2/19/2020,0,12,2
2606,ab roller,2/19/2020,0,12,3
2607,ab roller,2/19/2020,0,12,4
2608,ab roller,2/19/2020,0,12,5
2609,reverse ab crunch,2/19/2020,0,12,1
2610,reverse ab crunch,2/19/2020,0,12,2
2611,reverse ab crunch,2/19/2020,0,12,3
2612,reverse ab crunch,2/19/2020,0,12,4
2613,reverse ab crunch,2/19/2020,0,12,5
2614,deadlift,2/20/2020,185,5,1
2615,deadlift,2/20/2020,185,5,2
2616,deadlift,2/20/2020,185,5,3
2617,deadlift,2/20/2020,185,5,4
2618,deadlift,2/20/2020,185,5,5
2619,lateral pulldown,2/20/2020,90,12,1
2620,lateral pulldown,2/20/2020,90,12,2
2621,lateral pulldown,2/20/2020,90,12,3
2622,lateral pulldown,2/20/2020,90,12,4
2623,lateral pulldown,2/20/2020,90,12,5
2624,close grip lateral pulldown,2/20/2020,75,12,1
2625,close grip lateral pulldown,2/20/2020,90,12,2
2626,close grip lateral pulldown,2/20/2020,90,12,3
2627,dumbbell bicep curl,2/20/2020,25,12,1
2628,dumbbell bicep curl,2/20/2020,25,12,2
2629,dumbbell bicep curl,2/20/2020,25,12,3
2630,dumbbell bicep curl,2/20/2020,25,12,4
2631,dumbbell bicep curl,2/20/2020,25,12,5
2632,squat,2/24/2020,185,5,1
2633,squat,2/24/2020,185,5,2
2634,squat,2/24/2020,185,5,3
2635,squat,2/24/2020,185,5,4
2636,squat,2/24/2020,185,5,5
2637,leg extension,2/24/2020,90,12,1
2638,leg extension,2/24/2020,90,12,2
2639,leg extension,2/24/2020,90,12,3
2640,leg extension,2/24/2020,90,12,4
2641,leg extension,2/24/2020,90,12,5
2642,calf raise,2/24/2020,240,12,1
2643,calf raise,2/24/2020,240,12,2
2644,calf raise,2/24/2020,240,12,3
2645,calf raise,2/24/2020,240,12,4
2646,calf raise,2/24/2020,240,12,5
2647,dumbbell shoulder press,2/24/2020,25,12,1
2648,dumbbell shoulder press,2/24/2020,25,12,2
2649,dumbbell shoulder press,2/24/2020,25,12,3
2650,dumbbell shoulder press,2/24/2020,25,12,4
2651,dumbbell shoulder press,2/24/2020,25,12,5
2652,lateral raise,2/24/2020,20,12,1
2653,lateral raise,2/24/2020,20,12,2
2654,lateral raise,2/24/2020,20,12,3
2655,bench press,2/25/2020,155,5,1
2656,bench press,2/25/2020,185,5,2
2657,bench press,2/25/2020,185,5,3
2658,bench press,2/25/2020,185,5,4
2659,bench press,2/25/2020,155,5,5
2660,incline dumbbell press,2/25/2020,45,8,1
2661,incline dumbbell press,2/25/2020,45,8,2
2662,incline dumbbell press,2/25/2020,45,8,3
2663,incline dumbbell press,2/25/2020,45,8,4
2664,incline dumbbell press,2/25/2020,45,8,5
2665,cross cable fly,2/25/2020,30,12,1
2666,cross cable fly,2/25/2020,30,12,2
2667,cross cable fly,2/25/2020,30,12,3
2668,cross cable fly,2/25/2020,30,12,4
2669,cross cable fly,2/25/2020,30,12,5
2670,tricep pushdown,2/25/2020,70,12,1
2671,tricep pushdown,2/25/2020,70,12,2
2672,tricep pushdown,2/25/2020,70,12,3
2673,tricep pushdown,2/25/2020,70,12,4
2674,tricep pushdown,2/25/2020,70,12,5
2675,ab roller,2/25/2020,0,12,1
2676,ab roller,2/25/2020,0,12,2
2677,ab roller,2/25/2020,0,12,3
2678,ab roller,2/25/2020,0,12,4
2679,ab roller,2/25/2020,0,12,5
2680,deadlift,2/26/2020,185,5,1
2681,deadlift,2/26/2020,185,5,2
2682,deadlift,2/26/2020,185,5,3
2683,deadlift,2/26/2020,185,5,4
2684,deadlift,2/26/2020,185,5,5
2685,lateral pulldown,2/26/2020,90,12,1
2686,lateral pulldown,2/26/2020,90,12,2
2687,lateral pulldown,2/26/2020,90,12,3
2688,lateral pulldown,2/26/2020,90,12,4
2689,lateral pulldown,2/26/2020,90,12,5
2690,dumbbell bicep curl,2/26/2020,25,12,1
2691,dumbbell bicep curl,2/26/2020,25,12,2
2692,dumbbell bicep curl,2/26/2020,25,12,3
2693,dumbbell bicep curl,2/26/2020,25,12,4
2694,dumbbell bicep curl,2/26/2020,25,12,5
2695,crossbody hammer curl,2/26/2020,20,12,1
2696,crossbody hammer curl,2/26/2020,20,12,2
2697,crossbody hammer curl,2/26/2020,20,12,3
2698,squat,2/27/2020,185,5,1
2699,squat,2/27/2020,185,5,2
2700,squat,2/27/2020,185,5,3
2701,squat,2/27/2020,185,5,4
2702,squat,2/27/2020,185,5,5
2703,leg extension,2/27/2020,90,12,1
2704,leg extension,2/27/2020,90,12,2
2705,leg extension,2/27/2020,90,12,3
2706,leg extension,2/27/2020,90,12,4
2707,leg extension,2/27/2020,90,12,5
2708,calf raise,2/27/2020,240,12,1
2709,calf raise,2/27/2020,240,12,2
2710,calf raise,2/27/2020,240,12,3
2711,calf raise,2/27/2020,240,12,4
2712,calf raise,2/27/2020,240,12,5
2713,dumbbell shoulder press,2/27/2020,25,12,1
2714,dumbbell shoulder press,2/27/2020,25,12,2
2715,dumbbell shoulder press,2/27/2020,25,12,3
2716,dumbbell shoulder press,2/27/2020,25,12,4
2717,dumbbell shoulder press,2/27/2020,25,12,5
2718,lateral raise,2/27/2020,20,12,1
2719,lateral raise,2/27/2020,20,12,2
2720,lateral raise,2/27/2020,20,12,3
2721,lateral raise,2/27/2020,20,12,4
2722,lateral raise,2/27/2020,20,12,5
2723,bench press,2/29/2020,155,5,1
2724,bench press,2/29/2020,185,5,2
2725,bench press,2/29/2020,185,5,3
2726,bench press,2/29/2020,185,5,4
2727,bench press,2/29/2020,155,5,5
2728,incline dumbbell press,2/29/2020,45,8,1
2729,incline dumbbell press,2/29/2020,45,8,2
2730,incline dumbbell press,2/29/2020,45,8,3
2731,incline dumbbell press,2/29/2020,45,8,4
2732,incline dumbbell press,2/29/2020,45,8,5
2733,cross cable fly,2/29/2020,30,12,1
2734,cross cable fly,2/29/2020,30,12,2
2735,cross cable fly,2/29/2020,30,12,3
2736,cross cable fly,2/29/2020,30,12,4
2737,cross cable fly,2/29/2020,30,12,5
2738,tricep pushdown,2/29/2020,80,12,1
2739,tricep pushdown,2/29/2020,80,12,2
2740,tricep pushdown,2/29/2020,80,12,3
2741,tricep pushdown,2/29/2020,80,12,4
2742,tricep pushdown,2/29/2020,80,12,5
2743,ab roller,2/29/2020,0,12,1
2744,ab roller,2/29/2020,0,12,2
2745,ab roller,2/29/2020,0,12,3
2746,ab roller,2/29/2020,0,12,4
2747,ab roller,2/29/2020,0,12,5
